Date,Price,Open,High,Low,per_change,Days
20-Nov-17,1.1732,1.1789,1.1808,1.1721,-0.0053,799
21-Nov-17,1.1738,1.1732,1.1759,1.1713,0.0005,800
22-Nov-17,1.1822,1.1738,1.1829,1.1733,0.0072,801
23-Nov-17,1.1851,1.1822,1.1857,1.1812,0.0025,802
24-Nov-17,1.193,1.185,1.1945,1.1836,0.0067,803
27-Nov-17,1.1898,1.1933,1.1962,1.1896,-0.0027,804
28-Nov-17,1.1841,1.1898,1.1921,1.1827,-0.0048,805
29-Nov-17,1.1847,1.1841,1.1884,1.1817,0.0005,806
30-Nov-17,1.1904,1.1847,1.1933,1.1809,0.0048,807
1-Dec-17,1.1891,1.1904,1.1942,1.1851,-0.0011,808
4-Dec-17,1.1866,1.1882,1.189,1.183,-0.0021,809
5-Dec-17,1.1826,1.1866,1.1879,1.1801,-0.0034,810
6-Dec-17,1.1796,1.1825,1.1849,1.178,-0.0025,811
7-Dec-17,1.1773,1.1796,1.1816,1.1772,-0.0019,812
8-Dec-17,1.1764,1.1771,1.1778,1.1728,-0.0008,813
11-Dec-17,1.1768,1.1767,1.1812,1.1762,0.0003,814
12-Dec-17,1.1742,1.177,1.1794,1.1718,-0.0022,815
13-Dec-17,1.1826,1.1743,1.1832,1.1729,0.0072,816
14-Dec-17,1.1778,1.1826,1.1863,1.177,-0.0041,817
15-Dec-17,1.1754,1.1778,1.1814,1.1751,-0.002,818
18-Dec-17,1.1782,1.1753,1.1834,1.1737,0.0024,819
19-Dec-17,1.184,1.1782,1.1851,1.1777,0.0049,820
20-Dec-17,1.1871,1.184,1.1903,1.1829,0.0026,821
21-Dec-17,1.1873,1.1871,1.1889,1.1848,0.0002,822
22-Dec-17,1.1859,1.1874,1.1878,1.1817,-0.0012,823
25-Dec-17,1.1869,1.185,1.1882,1.1842,0.0008,824
26-Dec-17,1.1859,1.1867,1.1879,1.1845,-0.0008,825
27-Dec-17,1.1888,1.1859,1.1912,1.1855,0.0024,826
28-Dec-17,1.1943,1.1888,1.1961,1.1888,0.0046,827
29-Dec-17,1.1998,1.1943,1.203,1.1937,0.0046,828
1-Jan-18,1.201,1.2003,1.2014,1.1995,0.001,829
2-Jan-18,1.2059,1.2013,1.2084,1.2003,0.0041,830
3-Jan-18,1.2014,1.2058,1.207,1.2001,-0.0037,831
4-Jan-18,1.2068,1.2015,1.209,1.2004,0.0045,832
5-Jan-18,1.203,1.2068,1.2085,1.2021,-0.0031,833
8-Jan-18,1.1967,1.2029,1.2054,1.1956,-0.0052,834
9-Jan-18,1.1937,1.1967,1.1977,1.1916,-0.0025,835
10-Jan-18,1.1947,1.1938,1.2019,1.1923,0.0008,836
11-Jan-18,1.2032,1.1946,1.206,1.1928,0.0071,837
12-Jan-18,1.2187,1.2033,1.219,1.2031,0.0129,838
15-Jan-18,1.2263,1.2198,1.2298,1.2188,0.0062,839
16-Jan-18,1.2261,1.2265,1.2284,1.2194,-0.0002,840
17-Jan-18,1.2186,1.226,1.2324,1.2176,-0.0061,841
18-Jan-18,1.2239,1.2186,1.2267,1.2165,0.0043,842
19-Jan-18,1.2222,1.2236,1.2296,1.2219,-0.0014,843
22-Jan-18,1.2262,1.2268,1.2276,1.2214,0.0033,844
23-Jan-18,1.2299,1.2263,1.2308,1.2223,0.003,845
24-Jan-18,1.2408,1.2299,1.2417,1.2293,0.0089,846
25-Jan-18,1.2396,1.2408,1.2537,1.2364,-0.001,847
26-Jan-18,1.2421,1.2395,1.2495,1.2371,0.002,848
29-Jan-18,1.2383,1.2427,1.2436,1.2336,-0.0031,849
30-Jan-18,1.2402,1.2383,1.2455,1.2335,0.0015,850
31-Jan-18,1.2421,1.2401,1.2476,1.2386,0.0015,851
1-Feb-18,1.251,1.2414,1.2524,1.2386,0.0072,852
2-Feb-18,1.2462,1.2508,1.2519,1.2409,-0.0038,853
5-Feb-18,1.2368,1.2455,1.2475,1.2362,-0.0075,854
6-Feb-18,1.2377,1.2367,1.2434,1.2314,0.0007,855
7-Feb-18,1.2264,1.2378,1.2407,1.2247,-0.0091,856
8-Feb-18,1.2247,1.2264,1.2297,1.2212,-0.0014,857
9-Feb-18,1.2235,1.2245,1.2289,1.2206,-0.001,858
12-Feb-18,1.2292,1.2253,1.2298,1.2234,0.0047,859
13-Feb-18,1.2352,1.2293,1.2373,1.2285,0.0049,860
14-Feb-18,1.245,1.2352,1.2467,1.2276,0.0079,861
15-Feb-18,1.2506,1.2449,1.2511,1.2447,0.0045,862
16-Feb-18,1.2406,1.2506,1.2557,1.2394,-0.008,863
19-Feb-18,1.2408,1.2409,1.2435,1.2368,0.0002,864
20-Feb-18,1.2338,1.2409,1.2414,1.232,-0.0056,865
21-Feb-18,1.2284,1.2338,1.2361,1.2281,-0.0044,866
22-Feb-18,1.2331,1.2283,1.2354,1.226,0.0038,867
23-Feb-18,1.2293,1.2329,1.2337,1.2279,-0.0031,868
26-Feb-18,1.2318,1.2299,1.2356,1.2278,0.002,869
27-Feb-18,1.2232,1.2317,1.2348,1.2221,-0.007,870
28-Feb-18,1.2194,1.2232,1.2243,1.2188,-0.0031,871
1-Mar-18,1.2268,1.2193,1.2272,1.2153,0.0061,872
2-Mar-18,1.2317,1.2266,1.2336,1.225,0.004,873
5-Mar-18,1.2336,1.2323,1.2366,1.2268,0.0015,874
6-Mar-18,1.2404,1.2336,1.2422,1.2328,0.0055,875
7-Mar-18,1.2413,1.2404,1.2445,1.2385,0.0007,876
8-Mar-18,1.2312,1.2411,1.2448,1.2298,-0.0081,877
9-Mar-18,1.2307,1.2312,1.2336,1.2273,-0.0004,878
12-Mar-18,1.2334,1.2311,1.2347,1.2291,0.0022,879
13-Mar-18,1.239,1.2334,1.2408,1.2314,0.0045,880
14-Mar-18,1.2367,1.239,1.2414,1.2347,-0.0019,881
15-Mar-18,1.2305,1.2366,1.2385,1.2299,-0.005,882
16-Mar-18,1.2289,1.2305,1.2338,1.2261,-0.0013,883
19-Mar-18,1.2335,1.2284,1.2361,1.2258,0.0037,884
20-Mar-18,1.2242,1.2335,1.2356,1.2239,-0.0075,885
21-Mar-18,1.2338,1.2242,1.2351,1.2241,0.0078,886
22-Mar-18,1.2302,1.2337,1.2389,1.2285,-0.0029,887
23-Mar-18,1.2353,1.2302,1.2375,1.2301,0.0041,888
26-Mar-18,1.2443,1.2348,1.2463,1.2341,0.0073,889
27-Mar-18,1.2403,1.2444,1.2478,1.2373,-0.0032,890
28-Mar-18,1.2308,1.2403,1.2424,1.23,-0.0077,891
29-Mar-18,1.2302,1.2308,1.2335,1.2282,-0.0005,892
30-Mar-18,1.2323,1.2301,1.2331,1.2293,0.0017,893
2-Apr-18,1.2302,1.2323,1.2346,1.2282,-0.0017,894
3-Apr-18,1.227,1.2304,1.2336,1.2253,-0.0026,895
4-Apr-18,1.2278,1.2269,1.2315,1.2256,0.0007,896
5-Apr-18,1.224,1.2278,1.2292,1.2218,-0.0031,897
6-Apr-18,1.2283,1.224,1.2292,1.2214,0.0035,898
9-Apr-18,1.2321,1.2279,1.2331,1.2261,0.0031,899
10-Apr-18,1.2356,1.232,1.2379,1.2303,0.0028,900
11-Apr-18,1.2367,1.2357,1.2397,1.2347,0.0009,901
12-Apr-18,1.2327,1.2368,1.2382,1.23,-0.0032,902
13-Apr-18,1.2331,1.2327,1.2348,1.2307,0.0003,903
16-Apr-18,1.238,1.233,1.2395,1.2325,0.004,904
17-Apr-18,1.237,1.2378,1.2413,1.2335,-0.0008,905
18-Apr-18,1.2373,1.2369,1.2398,1.2343,0.0002,906
19-Apr-18,1.2346,1.2373,1.2402,1.2329,-0.0022,907
20-Apr-18,1.2288,1.2346,1.2354,1.225,-0.0047,908
23-Apr-18,1.2209,1.2289,1.2292,1.2198,-0.0064,909
24-Apr-18,1.2232,1.2209,1.2247,1.2182,0.0019,910
25-Apr-18,1.2161,1.2232,1.224,1.216,-0.0058,911
26-Apr-18,1.2103,1.2161,1.2211,1.2096,-0.0048,912
27-Apr-18,1.213,1.2105,1.2135,1.2055,0.0022,913
30-Apr-18,1.2079,1.2125,1.2141,1.2064,-0.0042,914
1-May-18,1.1993,1.2076,1.2086,1.1981,-0.0071,915
2-May-18,1.1951,1.1992,1.2033,1.1938,-0.0035,916
3-May-18,1.1988,1.1951,1.2009,1.1946,0.0031,917
4-May-18,1.196,1.1989,1.1997,1.1911,-0.0023,918
7-May-18,1.1922,1.1953,1.198,1.1898,-0.0032,919
8-May-18,1.1864,1.1924,1.1941,1.1838,-0.0049,920
9-May-18,1.185,1.1863,1.1898,1.1822,-0.0012,921
10-May-18,1.1915,1.1852,1.1948,1.1843,0.0055,922
11-May-18,1.1944,1.1917,1.197,1.1891,0.0024,923
14-May-18,1.1927,1.1947,1.1998,1.1926,-0.0014,924
15-May-18,1.1838,1.1925,1.1939,1.1817,-0.0075,925
16-May-18,1.1807,1.1837,1.1854,1.1762,-0.0026,926
17-May-18,1.1795,1.1808,1.1839,1.1775,-0.001,927
18-May-18,1.1778,1.1796,1.1825,1.1749,-0.0014,928
21-May-18,1.1791,1.1764,1.1797,1.1717,0.0011,929
22-May-18,1.1779,1.1792,1.183,1.1754,-0.001,930
23-May-18,1.1697,1.1778,1.179,1.1675,-0.007,931
24-May-18,1.172,1.1695,1.175,1.1688,0.002,932
25-May-18,1.1652,1.172,1.1735,1.1645,-0.0058,933
28-May-18,1.1623,1.1651,1.1729,1.1605,-0.0025,934
29-May-18,1.154,1.1625,1.1641,1.1508,-0.0071,935
30-May-18,1.1663,1.154,1.1678,1.1518,0.0107,936
31-May-18,1.1692,1.1665,1.1726,1.1641,0.0025,937
1-Jun-18,1.1661,1.1691,1.1718,1.1617,-0.0027,938
4-Jun-18,1.1699,1.1656,1.1744,1.1652,0.0033,939
5-Jun-18,1.1718,1.1698,1.1733,1.1652,0.0016,940
6-Jun-18,1.1773,1.1717,1.1797,1.1708,0.0047,941
7-Jun-18,1.1799,1.1774,1.1842,1.1772,0.0022,942
8-Jun-18,1.1768,1.18,1.1812,1.1726,-0.0026,943
11-Jun-18,1.1784,1.1766,1.1822,1.1754,0.0014,944
12-Jun-18,1.1745,1.1784,1.1811,1.1733,-0.0033,945
13-Jun-18,1.1791,1.1745,1.1803,1.1725,0.0039,946
14-Jun-18,1.1569,1.1791,1.1853,1.1562,-0.0188,947
15-Jun-18,1.1609,1.1568,1.1629,1.1543,0.0035,948
18-Jun-18,1.1623,1.1609,1.1625,1.1563,0.0012,949
19-Jun-18,1.159,1.1624,1.1646,1.153,-0.0028,950
20-Jun-18,1.1572,1.159,1.1602,1.1537,-0.0016,951
21-Jun-18,1.1603,1.1572,1.1635,1.1509,0.0027,952
22-Jun-18,1.1657,1.1604,1.1677,1.16,0.0047,953
25-Jun-18,1.1704,1.1659,1.1715,1.1627,0.004,954
26-Jun-18,1.1647,1.1704,1.1722,1.1635,-0.0049,955
27-Jun-18,1.1554,1.1647,1.1674,1.1541,-0.008,956
28-Jun-18,1.1569,1.1555,1.1602,1.1527,0.0013,957
29-Jun-18,1.1685,1.1569,1.1692,1.1558,0.01,958
2-Jul-18,1.1641,1.1651,1.1699,1.159,-0.0038,959
3-Jul-18,1.1657,1.1641,1.1675,1.1621,0.0014,960
4-Jul-18,1.1656,1.1658,1.1684,1.1629,-0.0001,961
5-Jul-18,1.1691,1.1655,1.1722,1.1649,0.003,962
6-Jul-18,1.1747,1.169,1.1769,1.1679,0.0048,963
9-Jul-18,1.1751,1.1748,1.1792,1.1731,0.0003,964
10-Jul-18,1.1744,1.1751,1.1764,1.169,-0.0006,965
11-Jul-18,1.1674,1.1745,1.176,1.1665,-0.006,966
12-Jul-18,1.1672,1.1674,1.1697,1.1648,-0.0002,967
13-Jul-18,1.1685,1.1669,1.1688,1.161,0.0011,968
16-Jul-18,1.171,1.1676,1.1726,1.1674,0.0021,969
17-Jul-18,1.1661,1.1711,1.1746,1.165,-0.0042,970
18-Jul-18,1.1639,1.166,1.1665,1.1601,-0.0019,971
19-Jul-18,1.1643,1.1639,1.168,1.1574,0.0003,972
20-Jul-18,1.172,1.1644,1.174,1.1626,0.0066,973
23-Jul-18,1.1692,1.173,1.1752,1.1682,-0.0024,974
24-Jul-18,1.1686,1.1692,1.1719,1.1654,-0.0005,975
25-Jul-18,1.1728,1.1684,1.1739,1.1663,0.0036,976
26-Jul-18,1.1643,1.1728,1.1744,1.1639,-0.0072,977
27-Jul-18,1.1658,1.1643,1.1665,1.1621,0.0013,978
30-Jul-18,1.1706,1.166,1.1721,1.1648,0.0041,979
31-Jul-18,1.1691,1.1706,1.1745,1.1682,-0.0013,980
1-Aug-18,1.166,1.1691,1.1701,1.1656,-0.0027,981
2-Aug-18,1.1584,1.166,1.1669,1.1582,-0.0065,982
3-Aug-18,1.1567,1.1583,1.1611,1.1559,-0.0015,983
6-Aug-18,1.1554,1.1571,1.1574,1.1527,-0.0011,984
7-Aug-18,1.1599,1.1555,1.161,1.1547,0.0039,985
8-Aug-18,1.1611,1.1598,1.1629,1.1571,0.001,986
9-Aug-18,1.1527,1.1609,1.162,1.1525,-0.0072,987
10-Aug-18,1.1411,1.1526,1.1537,1.1384,-0.0101,988
13-Aug-18,1.1409,1.1389,1.1434,1.1364,-0.0002,989
14-Aug-18,1.1344,1.141,1.1431,1.133,-0.0057,990
15-Aug-18,1.1345,1.1344,1.1357,1.1299,0.0001,991
16-Aug-18,1.1377,1.1345,1.1411,1.1335,0.0028,992
17-Aug-18,1.1439,1.1377,1.1447,1.1365,0.0054,993
20-Aug-18,1.1481,1.1442,1.1486,1.1394,0.0037,994
21-Aug-18,1.1571,1.1482,1.1602,1.1479,0.0078,995
22-Aug-18,1.1597,1.157,1.1624,1.1551,0.0022,996
23-Aug-18,1.1539,1.1596,1.1601,1.153,-0.005,997
24-Aug-18,1.1623,1.154,1.1641,1.1533,0.0073,998
27-Aug-18,1.1678,1.1631,1.1694,1.1592,0.0047,999
28-Aug-18,1.1695,1.1678,1.1735,1.1662,0.0015,1000
29-Aug-18,1.1708,1.1695,1.1712,1.1652,0.0011,1001
30-Aug-18,1.1671,1.1707,1.172,1.1641,-0.0032,1002
31-Aug-18,1.1601,1.1671,1.1692,1.1585,-0.006,1003
3-Sep-18,1.1624,1.1596,1.1629,1.1583,0.002,1004
4-Sep-18,1.1582,1.1623,1.1629,1.1528,-0.0036,1005
5-Sep-18,1.1629,1.1581,1.164,1.1542,0.0041,1006
6-Sep-18,1.1622,1.1629,1.166,1.1603,-0.0006,1007
7-Sep-18,1.1553,1.1624,1.1651,1.155,-0.0059,1008
10-Sep-18,1.1594,1.156,1.1617,1.1526,0.0035,1009
11-Sep-18,1.1607,1.1594,1.1645,1.1565,0.0011,1010
12-Sep-18,1.1626,1.1604,1.1651,1.157,0.0016,1011
13-Sep-18,1.169,1.1627,1.1703,1.1608,0.0055,1012
14-Sep-18,1.163,1.169,1.1724,1.1619,-0.0051,1013
17-Sep-18,1.1683,1.1623,1.1699,1.1617,0.0046,1014
18-Sep-18,1.1667,1.1684,1.1726,1.1651,-0.0014,1015
19-Sep-18,1.1673,1.1667,1.1716,1.1648,0.0005,1016
20-Sep-18,1.1777,1.1671,1.1786,1.1665,0.0089,1017
21-Sep-18,1.175,1.1776,1.1804,1.1731,-0.0023,1018
24-Sep-18,1.1748,1.1751,1.1817,1.1723,-0.0002,1019
25-Sep-18,1.1772,1.1748,1.1793,1.173,0.002,1020
26-Sep-18,1.174,1.1767,1.1799,1.1726,-0.0027,1021
27-Sep-18,1.1641,1.174,1.1759,1.1637,-0.0084,1022
28-Sep-18,1.1609,1.1641,1.1652,1.1567,-0.0027,1023
1-Oct-18,1.1578,1.1609,1.163,1.1563,-0.0027,1024
2-Oct-18,1.1548,1.1578,1.1582,1.1506,-0.0026,1025
3-Oct-18,1.1478,1.1548,1.1595,1.1465,-0.0061,1026
4-Oct-18,1.1515,1.1478,1.1543,1.1464,0.0032,1027
5-Oct-18,1.1524,1.1513,1.155,1.1483,0.0008,1028
8-Oct-18,1.1492,1.152,1.1536,1.1459,-0.0028,1029
9-Oct-18,1.149,1.1491,1.1504,1.143,-0.0002,1030
10-Oct-18,1.152,1.1491,1.1547,1.1479,0.0026,1031
11-Oct-18,1.1594,1.1519,1.16,1.1517,0.0064,1032
12-Oct-18,1.1563,1.1592,1.1611,1.1534,-0.0027,1033
15-Oct-18,1.1579,1.1559,1.1608,1.1537,0.0014,1034
16-Oct-18,1.1575,1.158,1.1623,1.1564,-0.0003,1035
17-Oct-18,1.1501,1.1575,1.1585,1.1495,-0.0064,1036
18-Oct-18,1.1453,1.15,1.1528,1.1448,-0.0042,1037
19-Oct-18,1.1515,1.1451,1.1536,1.1433,0.0054,1038
22-Oct-18,1.1465,1.1507,1.1552,1.1455,-0.0043,1039
23-Oct-18,1.1471,1.1466,1.1495,1.1438,0.0005,1040
24-Oct-18,1.1392,1.147,1.1477,1.1378,-0.0069,1041
25-Oct-18,1.1376,1.1392,1.1434,1.1355,-0.0014,1042
26-Oct-18,1.1403,1.1376,1.1422,1.1334,0.0024,1043
29-Oct-18,1.1373,1.1408,1.1418,1.1361,-0.0026,1044
30-Oct-18,1.1344,1.1372,1.1387,1.1338,-0.0025,1045
31-Oct-18,1.1312,1.1345,1.1363,1.1301,-0.0028,1046
1-Nov-18,1.1409,1.1311,1.1426,1.1306,0.0086,1047
2-Nov-18,1.1387,1.1408,1.1458,1.1372,-0.0019,1048
5-Nov-18,1.1407,1.1391,1.1425,1.1356,0.0018,1049
6-Nov-18,1.1427,1.1406,1.144,1.1389,0.0018,1050
7-Nov-18,1.1426,1.1427,1.1502,1.1395,-0.0001,1051
8-Nov-18,1.1363,1.1425,1.1448,1.1352,-0.0055,1052
9-Nov-18,1.1336,1.1364,1.1371,1.1315,-0.0024,1053
12-Nov-18,1.1218,1.1331,1.1333,1.1214,-0.0104,1054
13-Nov-18,1.1291,1.1219,1.1296,1.1216,0.0065,1055
14-Nov-18,1.131,1.129,1.1349,1.1262,0.0017,1056
15-Nov-18,1.1328,1.1309,1.1364,1.1271,0.0016,1057
16-Nov-18,1.142,1.133,1.1423,1.132,0.0081,1058
19-Nov-18,1.1453,1.1403,1.1467,1.1393,0.0029,1059
20-Nov-18,1.1371,1.1453,1.1473,1.1357,-0.0072,1060
21-Nov-18,1.1385,1.1371,1.1426,1.1363,0.0012,1061
22-Nov-18,1.1408,1.1382,1.1434,1.1378,0.002,1062
23-Nov-18,1.1341,1.1403,1.1422,1.1325,-0.0059,1063
26-Nov-18,1.1328,1.1343,1.1385,1.1323,-0.0011,1064
27-Nov-18,1.1288,1.1326,1.1344,1.1276,-0.0035,1065
28-Nov-18,1.1366,1.1291,1.1387,1.1264,0.0069,1066
29-Nov-18,1.1393,1.1367,1.1403,1.1348,0.0024,1067
30-Nov-18,1.1317,1.1395,1.1402,1.1304,-0.0067,1068
3-Dec-18,1.1354,1.1315,1.1382,1.1315,0.0033,1069
4-Dec-18,1.1345,1.1354,1.1421,1.1318,-0.0008,1070
5-Dec-18,1.1344,1.1342,1.1361,1.1309,-0.0001,1071
6-Dec-18,1.1376,1.1345,1.1414,1.1321,0.0028,1072
7-Dec-18,1.1378,1.1377,1.1425,1.1359,0.0002,1073
10-Dec-18,1.1356,1.1401,1.1444,1.1349,-0.0019,1074
11-Dec-18,1.1316,1.1361,1.1402,1.1304,-0.0035,1075
12-Dec-18,1.1368,1.1317,1.1388,1.1312,0.0046,1076
13-Dec-18,1.1363,1.1369,1.1396,1.133,-0.0004,1077
14-Dec-18,1.1309,1.1362,1.1374,1.1268,-0.0048,1078
17-Dec-18,1.1347,1.1308,1.136,1.1299,0.0034,1079
18-Dec-18,1.1361,1.1346,1.1402,1.1336,0.0012,1080
19-Dec-18,1.1377,1.1361,1.1442,1.136,0.0014,1081
20-Dec-18,1.1446,1.1377,1.1487,1.1371,0.0061,1082
21-Dec-18,1.1369,1.1447,1.1477,1.1353,-0.0067,1083
24-Dec-18,1.14,1.137,1.1439,1.135,0.0027,1084
25-Dec-18,1.1362,1.14,1.1429,1.1361,-0.0033,1085
26-Dec-18,1.1353,1.1363,1.1423,1.1342,-0.0008,1086
27-Dec-18,1.143,1.1353,1.1457,1.1349,0.0068,1087
28-Dec-18,1.1438,1.1429,1.1478,1.1424,0.0007,1088
31-Dec-18,1.147,1.1443,1.147,1.1421,0.0028,1089
1-Jan-19,1.1464,1.1466,1.1481,1.1425,-0.0005,1090
2-Jan-19,1.1343,1.1464,1.1499,1.1325,-0.0106,1091
3-Jan-19,1.1394,1.1345,1.1413,1.1309,0.0045,1092
4-Jan-19,1.1395,1.1393,1.1422,1.1345,0.0001,1093
7-Jan-19,1.1476,1.1392,1.1485,1.1392,0.0071,1094
8-Jan-19,1.1442,1.1476,1.1487,1.1422,-0.003,1095
9-Jan-19,1.1543,1.1444,1.1556,1.1435,0.0088,1096
10-Jan-19,1.15,1.1542,1.1572,1.1485,-0.0037,1097
11-Jan-19,1.1469,1.1499,1.1542,1.1457,-0.0027,1098
14-Jan-19,1.1477,1.1471,1.1485,1.144,0.0007,1099
15-Jan-19,1.1417,1.1473,1.1494,1.1381,-0.0052,1100
16-Jan-19,1.14,1.1414,1.1429,1.1377,-0.0015,1101
17-Jan-19,1.1398,1.1396,1.141,1.1369,-0.0002,1102
18-Jan-19,1.1363,1.1389,1.1413,1.1352,-0.0031,1103
21-Jan-19,1.1366,1.1371,1.1409,1.1355,0.0003,1104
22-Jan-19,1.1359,1.1365,1.1386,1.1334,-0.0006,1105
23-Jan-19,1.1381,1.1358,1.1397,1.1348,0.0019,1106
24-Jan-19,1.1306,1.138,1.1398,1.1287,-0.0066,1107
25-Jan-19,1.1415,1.1306,1.1421,1.1298,0.0096,1108
28-Jan-19,1.1434,1.1404,1.1445,1.1388,0.0017,1109
29-Jan-19,1.1432,1.1428,1.1453,1.141,-0.0002,1110
30-Jan-19,1.1479,1.1433,1.1503,1.1404,0.0041,1111
31-Jan-19,1.1446,1.148,1.1517,1.1434,-0.0029,1112
1-Feb-19,1.1456,1.1447,1.149,1.1433,0.0009,1113
4-Feb-19,1.1438,1.1457,1.1467,1.1421,-0.0016,1114
5-Feb-19,1.1415,1.1442,1.1456,1.14,-0.002,1115
6-Feb-19,1.1362,1.1406,1.142,1.1359,-0.0046,1116
7-Feb-19,1.1341,1.136,1.1375,1.1322,-0.0018,1117
8-Feb-19,1.133,1.1346,1.1355,1.132,-0.001,1118
11-Feb-19,1.1276,1.1328,1.1331,1.1264,-0.0048,1119
12-Feb-19,1.1325,1.128,1.1342,1.1256,0.0043,1120
13-Feb-19,1.1267,1.1326,1.1346,1.126,-0.0051,1121
14-Feb-19,1.1301,1.1262,1.1313,1.1247,0.003,1122
15-Feb-19,1.1295,1.1295,1.1313,1.1233,-0.0005,1123
18-Feb-19,1.1311,1.1288,1.1337,1.1284,0.0014,1124
19-Feb-19,1.1341,1.131,1.1358,1.1274,0.0027,1125
20-Feb-19,1.1337,1.1342,1.1374,1.1324,-0.0004,1126
21-Feb-19,1.1336,1.1338,1.1368,1.132,-0.0001,1127
22-Feb-19,1.1343,1.1337,1.136,1.1315,0.0006,1128
25-Feb-19,1.1359,1.1338,1.1369,1.1323,0.0014,1129
26-Feb-19,1.1387,1.1366,1.1404,1.1343,0.0025,1130
27-Feb-19,1.1369,1.1396,1.1404,1.136,-0.0016,1131
28-Feb-19,1.1371,1.1371,1.1421,1.1357,0.0002,1132
1-Mar-19,1.1377,1.1372,1.141,1.1353,0.0005,1133
4-Mar-19,1.134,1.138,1.1398,1.1309,-0.0033,1134
5-Mar-19,1.1308,1.1339,1.1353,1.129,-0.0028,1135
6-Mar-19,1.1307,1.1313,1.1328,1.1286,-0.0001,1136
7-Mar-19,1.1194,1.1306,1.1322,1.1176,-0.01,1137
8-Mar-19,1.124,1.1194,1.1248,1.1185,0.0041,1138
11-Mar-19,1.1249,1.124,1.126,1.1222,0.0008,1139
12-Mar-19,1.1288,1.1249,1.1309,1.1244,0.0035,1140
13-Mar-19,1.1327,1.1288,1.1341,1.1277,0.0035,1141
14-Mar-19,1.1304,1.133,1.1343,1.1294,-0.002,1142
15-Mar-19,1.1325,1.1304,1.1345,1.1295,0.0019,1143
18-Mar-19,1.1337,1.1322,1.136,1.1316,0.0011,1144
19-Mar-19,1.1352,1.1338,1.1364,1.1334,0.0013,1145
20-Mar-19,1.1414,1.1352,1.145,1.1336,0.0055,1146
21-Mar-19,1.1375,1.1413,1.144,1.1342,-0.0034,1147
22-Mar-19,1.1314,1.1376,1.1393,1.1272,-0.0054,1148
25-Mar-19,1.1313,1.1294,1.1334,1.1284,-0.0001,1149
26-Mar-19,1.1266,1.1313,1.1329,1.1263,-0.0042,1150
27-Mar-19,1.1247,1.1266,1.1286,1.124,-0.0017,1151
28-Mar-19,1.1222,1.1244,1.1264,1.1214,-0.0022,1152
29-Mar-19,1.1218,1.122,1.1248,1.1208,-0.0004,1153
1-Apr-19,1.1213,1.1217,1.125,1.1202,-0.0004,1154
2-Apr-19,1.1204,1.1217,1.122,1.1183,-0.0008,1155
3-Apr-19,1.1235,1.1204,1.1256,1.12,0.0028,1156
4-Apr-19,1.1221,1.1233,1.1249,1.1205,-0.0012,1157
5-Apr-19,1.1216,1.1223,1.1246,1.121,-0.0004,1158
8-Apr-19,1.1261,1.1218,1.1277,1.1213,0.004,1159
9-Apr-19,1.1263,1.1272,1.1287,1.1255,0.0002,1160
10-Apr-19,1.1274,1.1261,1.1286,1.1228,0.001,1161
11-Apr-19,1.1253,1.1274,1.1293,1.1249,-0.0019,1162
12-Apr-19,1.1302,1.1255,1.1327,1.1253,0.0044,1163
15-Apr-19,1.1309,1.13,1.1323,1.1296,0.0006,1164
16-Apr-19,1.1281,1.1304,1.1315,1.1279,-0.0025,1165
17-Apr-19,1.1297,1.1282,1.1326,1.128,0.0014,1166
18-Apr-19,1.1231,1.1297,1.1307,1.1226,-0.0058,1167
19-Apr-19,1.1248,1.124,1.1255,1.1229,0.0015,1168
22-Apr-19,1.1258,1.1246,1.1265,1.1237,0.0009,1169
23-Apr-19,1.1227,1.1259,1.1264,1.1192,-0.0028,1170
24-Apr-19,1.1154,1.1229,1.1233,1.1141,-0.0065,1171
25-Apr-19,1.1132,1.116,1.1164,1.1118,-0.002,1172
26-Apr-19,1.1149,1.113,1.1175,1.1111,0.0015,1173
29-Apr-19,1.1186,1.1153,1.1191,1.114,0.0033,1174
30-Apr-19,1.1217,1.1185,1.1232,1.1176,0.0028,1175
1-May-19,1.1196,1.1215,1.1267,1.1188,-0.0019,1176
2-May-19,1.1179,1.1202,1.1221,1.1172,-0.0015,1177
3-May-19,1.1202,1.1178,1.1208,1.1135,0.0021,1178
6-May-19,1.12,1.1173,1.1212,1.116,-0.0002,1179
7-May-19,1.1191,1.1198,1.1222,1.1165,-0.0008,1180
8-May-19,1.1192,1.1189,1.1215,1.1181,0.0001,1181
9-May-19,1.1222,1.1194,1.1254,1.1174,0.0027,1182
10-May-19,1.1235,1.1215,1.1255,1.1214,0.0012,1183
13-May-19,1.1224,1.1241,1.1266,1.1221,-0.001,1184
14-May-19,1.1204,1.1224,1.1247,1.12,-0.0018,1185
15-May-19,1.1202,1.1205,1.1226,1.1177,-0.0002,1186
16-May-19,1.1174,1.1202,1.1227,1.1166,-0.0025,1187
17-May-19,1.1158,1.1176,1.1186,1.1155,-0.0014,1188
20-May-19,1.1171,1.1158,1.1177,1.1148,0.0012,1189
21-May-19,1.116,1.1171,1.1189,1.1142,-0.001,1190
22-May-19,1.1153,1.1166,1.118,1.1145,-0.0006,1191
23-May-19,1.118,1.115,1.1187,1.1106,0.0024,1192
24-May-19,1.1204,1.1183,1.1215,1.1175,0.0021,1193
27-May-19,1.1199,1.1197,1.1218,1.1186,-0.0004,1194
